Provider,Zip Code,CPT,Service,Cash Price,Insurance Price,Comparison Statistics,TQH Name,TQH Address 
KAISER FND HOSP - SANTA ROSA,95403,HCPCS 44970,Removal Of Appendix Using An Endoscope (Outpatient),"$6,687.45","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$17,639.00'}","{'BY GEOGRAPHY': '37.1% higher', 'BY MARKET': '80.5% higher', 'BY CARE QUALITY': '26.4% higher'}","['Santa Rosa Medical Center', '401 Bicentennial Way, Santa Rosa, CA, 95403']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,MSDRG 392,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders","$9,531.45","{'AETNA': '$18,462.00', 'BEECH STREET': '$37,066.74', 'BLUE CROSS MCS 6/1/21': '$30,543.00', 'BLUE CROSS NON-MCS 6/1/21': '$25,452.00', 'BLUE SHIELD EPN': '$46,721.02', 'BLUE SHIELD NON EPN': '$46,820.41', 'CHOICECARE': '$37,066.74', 'CIGNA': '$37,066.74', 'COVENTRY/FIRST HEALTH': '$31,771.49', 'GALAXY NETWORK': '$47,657.24', 'HEALTH MANAGEMENT NETWORK': '$45,009.62', 'HEALTHNET': '$20,984.00', 'INTERPLAN': '$15,987.61', 'KAISER': '$28,492.01', 'PACIFIC FOUNDATION': '$31,771.49', 'PHCS': '$7,156.00', 'THREE RIVERS': '$47,657.24', 'UHC JLL 6-1-21': '$24,871.78', 'UHC OPTIONS PPO 6-1-21': '$32,952.33', 'UHC SELECT/SELECT PLUS 6-1-21': '$23,039.63', 'UHC SIGNATURE/ALL OTHERS 6-1-21': '$26,179.71', 'WESTERN GROWERS': '$20,654.00'}",,"['Adventist Health Vallejo', '525 Oregon Street, Vallejo, CA, 94590']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,MSDRG 897,"Alcohol, Drug Abuse Or Dependence","$7,941.82","{'AETNA': '$18,462.00', 'BEECH STREET': '$30,884.85', 'BLUE CROSS MCS 6/1/21': '$20,362.00', 'BLUE CROSS NON-MCS 6/1/21': '$16,968.00', 'BLUE SHIELD EPN': '$14,540.00', 'BLUE SHIELD NON EPN': '$14,856.00', 'CHOICECARE': '$30,884.85', 'CIGNA': '$30,884.85', 'COVENTRY/FIRST HEALTH': '$26,472.73', 'GALAXY NETWORK': '$39,709.09', 'HEALTH MANAGEMENT NETWORK': '$37,503.03', 'HEALTHNET': '$13,477.00', 'INTERPLAN': '$9,833.80', 'KAISER': '$25,175.36', 'PACIFIC FOUNDATION': '$26,472.73', 'PHCS': '$1,386.00', 'THREE RIVERS': '$39,709.09', 'UHC JLL 6-1-21': '$20,723.73', 'UHC OPTIONS PPO 6-1-21': '$27,456.63', 'UHC SELECT/SELECT PLUS 6-1-21': '$19,197.14', 'UHC SIGNATURE/ALL OTHERS 6-1-21': '$21,813.53', 'WESTERN GROWERS': '$20,654.00'}",,"['Adventist Health Vallejo', '525 Oregon Street, Vallejo, CA, 94590']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,MSDRG 266,Heart Valve Replacement (Major Complications),"$75,234.58",,"{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,HCPCS 49082,Paracentesis (Removal Of Fluid From Peritoneal Cavity) Without Guidance,"$1,167.95","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$2,868.00'}","{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,HCPCS 10061,Drainage Of Skin Abscess,$479.50,"{'KAISER FOUNDATION HEALTH PLAN, INC.': '$1,166.00'}","{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,MSDRG 266,Heart Valve Replacement (Major Complications),"$75,234.58",,"{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,HCPCS 69930,Implantation Of Cochlear Device,"$19,495.35","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$120,815.00'}","{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,HCPCS 29515,Application Of Short Leg Cast/Splint (Below The Knee),$281.75,"{'KAISER FOUNDATION HEALTH PLAN, INC.': '$488.00'}","{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,HCPCS 64483,Injections Of Anesthetic And/Or Steroid Drug Into Lower Or Sacral Spine Nerve Root Using Imaging Guidance,"$2,354.80","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$2,963.00'}","{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
KAISER FND HOSP - REHABILITATION CENTER VALLEJO,94590,HCPCS 71045,X-Ray Of Chest; Single View,$212.10,"{'KAISER FOUNDATION HEALTH PLAN, INC.': '$255.00'}","{'BY GEOGRAPHY': '42.1% higher', 'BY MARKET': '31.0% higher', 'BY CARE QUALITY': '109.0% higher'}","['Vallejo Medical Center', '975 Sereno Drive, Vallejo, CA, 94589']"
WOODLAND MEMORIAL HOSPITAL,95695,HCPCS 47562,Cholecystectomy,"$17,836.55","{'Aetna Commercial Out of Network': '$27,349.38', 'Aetna HMO/PPO': '$10,235.00', 'Alignment Medicare Adv_ HMO / PPO': '$7,076.81', 'Anthem Commercial Out of Network': '$26,160.28', 'Anthem HMO/PPO': '$10,223.00', 'Anthem Medicare Adv_ HMO / PPO': '$7,076.81', 'Blue Shield Commercial Out of Network': '$28,241.21', 'Blue Shield HMO / PPO': '$9,921.00', 'Blue Shield Individual': '$8,757.00', 'Blue Shield Medicare Adv_ HMO / PPO': '$7,076.81', 'Cigna Commercial Out of Network': '$28,241.21', 'Cigna HMO/PPO': '$9,853.00', 'Gross Charges': '$29,727.59', 'Health Net Commercial Out of Network': '$27,646.66', 'Health Net HMO / PPO': '$9,930.00', 'Health Net Medicare Adv_ HMO / PPO': '$7,076.81', 'HealthSmart PPO': '$25,565.73', 'Humana Medicare Adv_ HMO': '$7,076.81', 'Multiplan PPO': '$26,160.28', 'Partnership Health Plan': '$1,258.47', 'Stanford Advantage Medicare Adv_ HMO': '$7,076.81', 'Sutter Health Plus HMO': '$7,653.00', 'Sutter | Aetna Fully Insured': '$7,779.00', 'Sutter | Aetna Self Insured': '$8,189.00', 'United Commercial Out of Network': '$28,241.21', 'United HMO / POS': '$9,847.00', 'United Medicare Adv_ HMO': '$7,076.81', 'United PPO': '$9,847.00', 'United Signature Value Alliance': '$9,847.00'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
WOODLAND MEMORIAL HOSPITAL,95695,HCPCS 73120,"X-Ray Hand, 2 Views",$295.20,"{'Aetna Commercial Out of Network': '$452.64', 'Aetna HMO/PPO': '$369.00', 'Alignment Medicare Adv_ HMO / PPO': '$153.11', 'Anthem Commercial Out of Network': '$432.96', 'Anthem HMO/PPO': '$364.08', 'Anthem Medi-Cal': '$27.06', 'Anthem Medicare Adv_ HMO / PPO': '$153.11', 'Blue Shield Commercial Out of Network': '$467.40', 'Blue Shield HMO / PPO': '$364.08', 'Blue Shield Individual': '$290.28', 'Blue Shield Medicare Adv_ HMO / PPO': '$153.11', 'Cigna Commercial Out of Network': '$467.40', 'Cigna HMO/PPO': '$369.00', 'Gross Charges': '$492.00', 'Health Net Commercial Out of Network': '$457.56', 'Health Net HMO / PPO': '$364.08', 'Health Net Medicare Adv_ HMO / PPO': '$153.11', 'HealthSmart PPO': '$423.12', 'Humana Medicare Adv_ HMO': '$153.11', 'Multiplan PPO': '$432.96', 'Partnership Health Plan': '$42.81', 'Stanford Advantage Medicare Adv_ HMO': '$153.11', 'Sutter Health Plus HMO': '$309.96', 'Sutter | Aetna Fully Insured': '$280.44', 'Sutter | Aetna Self Insured': '$295.20', 'United Commercial Out of Network': '$467.40', 'United HMO / POS': '$369.00', 'United Medicare Adv_ HMO': '$153.11', 'United PPO': '$373.92', 'United Signature Value Alliance': '$309.96'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
WOODLAND MEMORIAL HOSPITAL,95695,HCPCS 80053,"Blood Test, Comprehensive Group Of Blood Chemicals",$118.80,"{'Aetna Commercial Out of Network': '$182.16', 'Aetna HMO/PPO': '$148.50', 'Anthem Commercial Out of Network': '$174.24', 'Anthem HMO/PPO': '$146.52', 'Anthem Medi-Cal': '$19.34', 'Blue Shield Commercial Out of Network': '$188.10', 'Blue Shield HMO / PPO': '$146.52', 'Blue Shield Individual': '$116.82', 'Cigna Commercial Out of Network': '$188.10', 'Cigna HMO/PPO': '$148.50', 'Gross Charges': '$198.00', 'Health Net Commercial Out of Network': '$184.14', 'Health Net HMO / PPO': '$146.52', 'HealthSmart PPO': '$170.28', 'Multiplan PPO': '$174.24', 'Partnership Health Plan': '$10.65', 'Sutter Health Plus HMO': '$124.74', 'Sutter | Aetna Fully Insured': '$112.86', 'Sutter | Aetna Self Insured': '$118.80', 'United Commercial Out of Network': '$188.10', 'United HMO / POS': '$148.50', 'United PPO': '$150.48', 'United Signature Value Alliance': '$124.74'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
WOODLAND MEMORIAL HOSPITAL,95695,HCPCS 74177,CT Scan Of Abdomen & Pelvis With Contrast Material,"$3,822.00","{'Aetna Commercial Out of Network': '$5,860.40', 'Aetna HMO/PPO': '$4,777.50', 'Alignment Medicare Adv_ HMO / PPO': '$515.92', 'Anthem Commercial Out of Network': '$5,605.60', 'Anthem HMO/PPO': '$4,713.80', 'Anthem Medi-Cal': '$365.64', 'Anthem Medicare Adv_ HMO / PPO': '$515.92', 'Blue Shield Commercial Out of Network': '$6,051.50', 'Blue Shield HMO / PPO': '$4,713.80', 'Blue Shield Individual': '$3,758.30', 'Blue Shield Medicare Adv_ HMO / PPO': '$515.92', 'Cigna Commercial Out of Network': '$6,051.50', 'Cigna HMO/PPO': '$4,777.50', 'Gross Charges': '$6,370.00', 'Health Net Commercial Out of Network': '$5,924.10', 'Health Net HMO / PPO': '$4,713.80', 'Health Net Medicare Adv_ HMO / PPO': '$515.92', 'HealthSmart PPO': '$5,478.20', 'Humana Medicare Adv_ HMO': '$515.92', 'Multiplan PPO': '$5,605.60', 'Partnership Health Plan': '$507.24', 'Stanford Advantage Medicare Adv_ HMO': '$515.92', 'Sutter Health Plus HMO': '$4,013.10', 'Sutter | Aetna Fully Insured': '$3,630.90', 'Sutter | Aetna Self Insured': '$3,822.00', 'United Commercial Out of Network': '$6,051.50', 'United HMO / POS': '$4,777.50', 'United Medicare Adv_ HMO': '$515.92', 'United PPO': '$4,841.20', 'United Signature Value Alliance': '$4,013.10'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
WOODLAND MEMORIAL HOSPITAL,95695,HCPCS 86900,"Blood Typing, ABO",$38.40,"{'Aetna Commercial Out of Network': '$58.88', 'Aetna HMO/PPO': '$48.00', 'Alignment Medicare Adv_ HMO / PPO': '$155.64', 'Anthem Commercial Out of Network': '$56.32', 'Anthem HMO/PPO': '$47.36', 'Anthem Medi-Cal': '$4.83', 'Anthem Medicare Adv_ HMO / PPO': '$155.64', 'Blue Shield Commercial Out of Network': '$60.80', 'Blue Shield HMO / PPO': '$47.36', 'Blue Shield Individual': '$37.76', 'Blue Shield Medicare Adv_ HMO / PPO': '$155.64', 'Cigna Commercial Out of Network': '$60.80', 'Cigna HMO/PPO': '$48.00', 'Gross Charges': '$64.00', 'Health Net Commercial Out of Network': '$59.52', 'Health Net HMO / PPO': '$47.36', 'Health Net Medicare Adv_ HMO / PPO': '$155.64', 'HealthSmart PPO': '$55.04', 'Humana Medicare Adv_ HMO': '$155.64', 'Multiplan PPO': '$56.32', 'Partnership Health Plan': '$2.73', 'Stanford Advantage Medicare Adv_ HMO': '$155.64', 'Sutter Health Plus HMO': '$40.32', 'Sutter | Aetna Fully Insured': '$36.48', 'Sutter | Aetna Self Insured': '$38.40', 'United Commercial Out of Network': '$60.80', 'United HMO / POS': '$48.00', 'United Medicare Adv_ HMO': '$155.64', 'United PPO': '$48.64', 'United Signature Value Alliance': '$40.32'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
WOODLAND MEMORIAL HOSPITAL,95695,HCPCS 84478,"Blood Test, Lipids (Cholesterol And Triglycerides)",$52.20,"{'Aetna Commercial Out of Network': '$80.04', 'Aetna HMO/PPO': '$65.25', 'Anthem Commercial Out of Network': '$76.56', 'Anthem HMO/PPO': '$64.38', 'Anthem Medi-Cal': '$9.19', 'Blue Shield Commercial Out of Network': '$82.65', 'Blue Shield HMO / PPO': '$64.38', 'Blue Shield Individual': '$51.33', 'Cigna Commercial Out of Network': '$82.65', 'Cigna HMO/PPO': '$65.25', 'Gross Charges': '$87.00', 'Health Net Commercial Out of Network': '$80.91', 'Health Net HMO / PPO': '$64.38', 'HealthSmart PPO': '$74.82', 'Multiplan PPO': '$76.56', 'Partnership Health Plan': '$5.76', 'Sutter Health Plus HMO': '$54.81', 'Sutter | Aetna Fully Insured': '$49.59', 'Sutter | Aetna Self Insured': '$52.20', 'United Commercial Out of Network': '$82.65', 'United HMO / POS': '$65.25', 'United PPO': '$66.12', 'United Signature Value Alliance': '$54.81'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
WOODLAND MEMORIAL HOSPITAL,95695,MSDRG 470,Joint Replacement (Hip Or Knee),"$88,199.70","{'Aetna Commercial Out of Network': '$101,429.66', 'Aetna HMO/PPO': '$69,218.00', 'Alignment Medicare Adv_ HMO / PPO': '$19,657.62', 'Anthem Commercial Out of Network': '$90,404.70', 'Anthem HMO/PPO': '$65,464.00', 'Anthem Medicare Adv_ HMO / PPO': '$19,657.62', 'Blue Shield Commercial Out of Network': '$104,737.15', 'Blue Shield HMO / PPO': '$69,395.00', 'Blue Shield Individual': '$53,272.00', 'Blue Shield Medicare Adv_ HMO / PPO': '$19,657.62', 'Cigna Commercial Out of Network': '$104,737.15', 'Cigna HMO/PPO': '$74,363.00', 'Gross Charges': '$110,249.63', 'Health Net Commercial Out of Network': '$102,532.16', 'Health Net HMO / PPO': '$68,847.00', 'Health Net Medicare Adv_ HMO / PPO': '$19,657.62', 'HealthSmart PPO': '$83,789.72', 'Humana Medicare Adv_ HMO': '$19,657.62', 'Multiplan PPO': '$85,994.71', 'Partnership Health Plan': '$20,536.50', 'Stanford Advantage Medicare Adv_ HMO': '$19,657.62', 'Sutter Health Plus HMO': '$51,975.00', 'Sutter | Aetna Fully Insured': '$52,605.00', 'Sutter | Aetna Self Insured': '$55,374.00', 'United Commercial Out of Network': '$104,737.15', 'United HMO / POS': '$66,318.00', 'United Medicare Adv_ HMO': '$19,657.62', 'United PPO': '$66,318.00', 'United Signature Value Alliance': '$49,269.00'}","{'BY GEOGRAPHY': '20.2% lower', 'BY MARKET': '30.1% lower', 'BY CARE QUALITY': '31.1% lower'}","['Sutter Davis Hospital', '2000 Sutter Place, Davis, CA, 95616']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 15878,"Liposuction (Lipectomy), Upper Extremities (Upper Arms)","$3,334.45","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$5,922.00'}","{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 29505,Application Of Full Leg Cast/Splint,$313.25,"{'KAISER FOUNDATION HEALTH PLAN, INC.': '$488.00'}","{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,MSDRG 373,Major Gastrointestinal Disorders And Peritoneal Infections,"$14,483.66",,"{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 25605,Treatment Of Forearm (Radius Or Ulna) Fracture,"$1,228.50","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$4,946.00'}","{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 10061,Drainage Of Skin Abscess,$479.50,"{'KAISER FOUNDATION HEALTH PLAN, INC.': '$1,166.00'}","{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 29515,Application Of Short Leg Cast/Splint (Below The Knee),$281.75,"{'KAISER FOUNDATION HEALTH PLAN, INC.': '$488.00'}","{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,MSDRG 247,Implant Drug-Eluting Stent,"$32,812.84",,"{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,MSDRG 392,"Esophagitis, Gastroenteritis And Miscellaneous Digestive Disorders","$16,144.89",,"{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 66984,Cataract Removal,"$3,861.55",,"{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,94609,HCPCS 72129,CT Scan Of Thoracic Spine With Contrast,"$1,716.75","{'KAISER FOUNDATION HEALTH PLAN, INC.': '$675.00'}","{'BY GEOGRAPHY': '40.4% higher', 'BY MARKET': '32.7% higher', 'BY CARE QUALITY': '27.5% higher'}","['Oakland Medical Center', '3600 Broadway, Oakland, CA, 94611']"
SAN LEANDRO HOSPITAL,94578,HCPCS 25605,Treatment Of Forearm (Radius Or Ulna) Fracture,$800.00,"{'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$1,200.00', 'UHC (Commercial)': '$800.00', 'UHC (Select)': '$640.00'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 71120,"X-Ray Chest (Sternum), 2 Or More Views",$264.00,"{'Blue Shield Commercial Plan': '$336.34', 'Blue Shield EPN Plan': '$285.65', 'CiGNA': '$396.00', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$396.00', 'UHC (Commercial)': '$264.00'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 73700,"CT Scan Of Hip, Knee, Ankle, Or Foot Without Contrast","$2,975.50","{'Blue Shield Commercial Plan': '$3,790.79', 'Blue Shield EPN Plan': '$3,219.49', 'CiGNA': '$4,463.25', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$4,463.25', 'UHC (Commercial)': '$2,975.50'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 70360,X-Ray Of Neck Soft Tissue,$229.50,"{'Blue Shield Commercial Plan': '$292.38', 'Blue Shield EPN Plan': '$248.32', 'CiGNA': '$344.25', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$344.25', 'UHC (Commercial)': '$229.50'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 76536,Ultrasound Exam Of Head And Neck,$554.50,"{'Blue Shield Commercial Plan': '$706.43', 'Blue Shield EPN Plan': '$599.97', 'CiGNA': '$831.75', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$831.75', 'UHC (Commercial)': '$554.50'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 86765,Rubeola Virus Antibody Test,$10.00,"{'Blue Shield Commercial Plan': '$12.74', 'Blue Shield EPN Plan': '$10.82', 'CiGNA': '$15.00', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$15.00', 'UHC (Commercial)': '$10.00', 'UHC (Select)': '$8.00'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 72126,CT Scan Of Cervical Spine With Contrast,"$2,254.00","{'Blue Shield Commercial Plan': '$2,871.60', 'Blue Shield EPN Plan': '$2,438.83', 'CiGNA': '$3,381.00', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$3,381.00', 'UHC (Commercial)': '$2,254.00'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 73551,"X-Ray Femur, 1 View",$285.00,"{'Blue Shield Commercial Plan': '$363.09', 'Blue Shield EPN Plan': '$308.37', 'CiGNA': '$427.50', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$427.50', 'UHC (Commercial)': '$285.00'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 86255,Measurement Of Antibody To Noninfectious Agent,$12.90,"{'Blue Shield Commercial Plan': '$16.43', 'Blue Shield EPN Plan': '$13.96', 'CiGNA': '$19.35', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$19.35', 'UHC (Commercial)': '$12.90'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
SAN LEANDRO HOSPITAL,94578,HCPCS 70110,"X-Ray Of Mandible, Minimum Of 4 Views",$299.50,"{'Blue Shield Commercial Plan': '$381.56', 'Blue Shield EPN Plan': '$324.06', 'CiGNA': '$449.25', 'KAISER PERMANENT PLAN 1 COMMERCIAL MEMBERS': '$449.25', 'UHC (Commercial)': '$299.50'}","{'BY GEOGRAPHY': '47.5% lower', 'BY MARKET': '40.5% lower'}","['San Leandro Hospital', '13855 East 14th Street, San Leandro, CA, 94578']"
ST. ROSE HOSPITAL,94545,HCPCS 72158,MRI Lumbar Spine Without & With Contrast Material,"$3,669.60","{'Aetna Commercial Out of Network': '$5,626.72', 'Aetna HMO/PPO': '$4,002.00', 'Alameda Alliance for Health': '$1,788.48', 'Alignment Medicare Adv_ HMO / PPO': '$545.58', 'Anthem Commercial Out of Network': '$5,382.08', 'Anthem HMO/PPO': '$3,063.00', 'Anthem Medi-Cal': '$2,130.99', 'Anthem Medicare Adv_ HMO / PPO': '$545.58', 'Blue Shield Commercial Out of Network': '$5,810.20', 'Blue Shield HMO / PPO': '$3,300.00', 'Blue Shield Individual': '$2,551.00', 'Blue Shield Medicare Adv_ HMO / PPO': '$545.58', 'Cigna Commercial Out of Network': '$5,810.20', 'Cigna HMO/PPO': '$4,076.00', 'Gross Charges': '$6,116.00', 'Health Net Commercial Out of Network': '$5,687.88', 'Health Net HMO / PPO': '$4,817.00', 'Health Net Medicare Adv_ HMO / PPO': '$545.58', 'Health Plan of San Mateo': '$1,215.38', 'HealthSmart PPO': '$5,259.76', 'Humana Medicare Adv_ HMO': '$545.58', 'Multiplan PPO': '$5,382.08', 'Stanford Advantage Medicare Adv_ HMO': '$545.58', 'Sutter Health Plus HMO': '$2,821.00', 'Sutter | Aetna Fully Insured': '$3,041.00', 'Sutter | Aetna Self Insured': '$3,202.00', 'United Commercial Out of Network': '$5,810.20', 'United HMO / POS': '$3,729.00', 'United Medicare Adv_ HMO': '$545.58', 'United PPO': '$3,729.00', 'United Signature Value Alliance': '$3,729.00'}","{'BY GEOGRAPHY': '45.5% lower', 'BY MARKET': '45.4% lower', 'BY CARE QUALITY': '43.2% lower'}","['Eden Medical Center', '20103 Lake Chabot Road, Castro Valley, CA, 94546']"
